pid,product_name,product_category_tree,retail_price,discounted_price,image,description,brand,product_specifications,section,category,subcategory1,subcategory2,subcategory3,subcategory4,bias,sale_percentage,tags
FG13266,Frooti Mango Drink 125ml (Pack of 40) Unique,Food & Grocery >> Beverages >> Soft Drinks,400,400,"[""https://m.media-amazon.com/images/I/71yRkNnG6vL._SX679_.jpg""]","Quench your thirst with the refreshing taste of Frooti Mango Drink, now available in a convenient pack of 40. Indulge in the unique and irresistible flavor of ripe mangoes packed into each 125ml serving.",Generic,"{""product_specification"": [{""Number of Items"":""1""}, {""Net Quantity"":""40.00 count""}, {""Brand"":""Generic""}, {""Flavour"":""Mango""}, {""Speciality"":""Antioxidant""}, {""Item Form"":""Mango Drink""}, {""Package Information"":""Bottle""}, {""Item Weight"":""5.3 Kilograms""}, {""Item Volume"":""125 Millilitres""}, {""Diet Type"":""Vegetarian""}]}",Food & Grocery,Beverages,Soft Drinks,,,,A,0,
FG52123,"Cadbury Bournvita 5 Star Magic Nutrition Drink, 750 g Pouch",Food & Grocery >> Beverages >> Nutrient Drinks,405,352,"[""https://m.media-amazon.com/images/I/614FIW5c6HL._SX679_.jpg""]","Cadbury Bournvita 5 Star Magic Nutrition Drink with caramel flavour is a scientifically designed formula, crafted by nutritionists with a bundle of nutrients that are known to support Physical strength (Calcium, Vitamin D and Magnesium are known to maintain Bone and Muscle health); Mental Strength (Iron, Iodine and Zinc which help in normal cognitive functions);",BOURNVITA,"{""product_specification"": [{""Brand"":""BOURNVITA""}, {""Item Weight"":""750 Grams""}, {""Item Form"":""Powder""}, {""Package Information"":""Pouch""}, {""Diet Type"":""Vegetarian""}]}",Food & Grocery,Beverages,Nutrient Drinks,,,,A,13.08641975,"[""#healthy""]"
FG96774,Tang Pineapple Imported Flavored Drink,Food & Grocery >> Beverages >> Juices >> Squash & Syrups,1300,1300,"[""https://m.media-amazon.com/images/I/81ExNhfhKpL._SX679_.jpg""]","Enjoy the tropical taste of Tang Pineapple Imported Flavored Drink, conveniently packed in a 2 kg tub. Just add water to create refreshing pineapple-flavored beverages, suitable for vegetarians.",Tang,"{""product_specification"": [{""Net Weight"":""2 kg""}, {""Flavour"":""Pineapple""}]}",Food & Grocery,Beverages,Juices,Squash & Syrups,,,A,0,"[""#summer""]"
FG14807,Tang Lemon Mint Flavoured Instant Powder Drink Juice,Food & Grocery >> Beverages >> Juices >> Squash & Syrups,375,375,"[""https://m.media-amazon.com/images/I/61LmADRLDRL._SX679_.jpg""]","Stay refreshed and hydrated with Tang Lemon Instant Drink Mix, perfect for kids who are hesitant to drink water. Beat the summer heat with Tang's easy-to-prepare and refreshing taste, providing a quick and delicious beverage option for all occasions.",Tang,"{""product_specification"": [{""Net Weight"":""375 Grams""}, {""Item Form"":""Powder""}, {""Package Information"":""Packet""}, {""Allergen Information"":""Wheat Free, Dairy Free, Gluten Free, Gelatine Free, Celery Free""}]}",Food & Grocery,Beverages,Juices,Squash & Syrups,,,A,0,"[""#summer""]"
FG83030,Tang Orange - 2.5kg,Food & Grocery >> Beverages >> Juices >> Squash & Syrups,1699,1500,"[""https://m.media-amazon.com/images/I/91B5UMaERGL._SX679_.jpg""]","Enjoy the refreshing taste of Tang Orange, a convenient powdered drink mix perfect for making delicious orange-flavored beverages. This 2.5kg pack ensures you have plenty of Tang on hand for quenching your thirst at any time.",Tang,"{""product_specification"": [{""Brand"":""Tang""}, {""Item Weight"":""2500 Grams""}, {""Item Form"":""Powder""}, {""Package Information"":""Tub""}, {""Package Weight"":""2.69 Kilograms""}]}",Food & Grocery,Beverages,Juices,Squash & Syrups,,,A,11.71277222,"[""#summer""]"
FG74020,Tang Orange Instant Drink Mix,Food & Grocery >> Beverages >> Juices >> Squash & Syrups,750,750,"[""https://m.media-amazon.com/images/I/71AepRDO6gL._SY466_.jpg""]","Tang comes in refreshing orange flavour. Keep everyone refreshed this summer with Tang and its great fruit taste with the goodness of vitamins A, B, C and iron. A glass approximately 180ml of Tang gives your child 60 percent of vitamin C required for the entire day.",Tang,"{""product_specification"": [{""Net Weight"":""750 g X 3""}, {""Flavour"":""Orange""}]}",Food & Grocery,Beverages,Juices,Squash & Syrups,,,A,0,"[""#summer""]"
FG53155,Raw Pressery Pomegranate Juice,Food & Grocery >> Beverages >> Juices,900,900,"[""https://m.media-amazon.com/images/I/41GMIvACE0L._SX425_.jpg""]",Raw Pressery Pomegranate juice improves blood flow and blood pressure to give you a healthy heart.This sparkling red juice controls the blood bad cholesterol level.,Raw Pressery,"{""product_specification"": [{""Number of Items"":""2""}, {""Net Quantity"":""2000.0 millilitre""}, {""Brand"":""Raw Pressery""}, {""Flavour"":""Pomegranate""}, {""Speciality"":""No Artificial Flavors, Vegetarian, No Artificial Colors, No Added Sugar""}, {""Item Form"":""Liquid""}, {""Package Information"":""Bottle""}, {""Item Weight"":""2000 Grams""}, {""Item Volume"":""2000 Millilitres""}, {""Diet Type"":""Vegetarian""}]}",Food & Grocery,Beverages,Juices,,,,A,0,"[""#summer""]"
FG94531,Tropicana Mango Delight Fruit Juice,Food & Grocery >> Beverages >> Juices,345,345,"[""https://m.media-amazon.com/images/I/81OmmM2Sb5L._SX679_PIbundle-3,TopRight,0,0_AA679SH20_.jpg""]",,Tropicana,"{""product_specification"": [{""Number of Items"":""3""}, {""Net Quantity"":""3000.0 millilitre""}, {""Brand"":""Tropicana""}, {""Flavour"":""Mango""}, {""Speciality"":""Vegetarian""}, {""Item Form"":""तरल""}, {""Package Information"":""Box""}, {""Item Volume"":""3 Litres""}, {""Package Weight"":""2.18 Kilograms""}]}",Food & Grocery,Beverages,Juices,,,,A,0,"[""#summer""]"
FG29009,Real Pomegranate Fruit Juice -1L (Pack of 2),Food & Grocery >> Beverages >> Juices,260,251,"[""https://m.media-amazon.com/images/I/81Vcnot0XwL._SX679_PIbundle-2,TopRight,0,0_AA679SH20_.jpg""]","Rich in Vitamin C, No Added Preservatives, No Artificial Colors & Flavours",Real,"{""product_specification"": [{""Number of Items"":""2""}, {""Net Quantity"":""2000.0 millilitre""}, {""Brand"":""DABUR""}, {""Flavour"":""Pomegranate""}, {""Speciality"":""natural""}, {""Item Form"":""Liquid""}, {""Package Information"":""Box""}, {""Age Range (Description)"":""Kid""}, {""Item Weight"":""100 Grams""}, {""Item Volume"":""2 Litres""}]}",Food & Grocery,Beverages,Juices,,,,A,3.461538462,"[""#summer""]"
FG83773,"Red Bull Energy Drink, 350 ml (24 Pack)",Food & Grocery >> Beverages >> Energy Drinks,3960,3366,"[""https://m.media-amazon.com/images/I/717feOuF+OL._SX679_PIbundle-24,TopRight,0,0_AA679SH20_.jpg""]","Stay energized and focused throughout the day with Red Bull Energy Drink, now in a convenient pack of 24 cans each containing 350 ml. Enjoy the iconic taste and revitalizing effects of Red Bull whenever you need a boost.",Red Bull,"{""product_specification"": [{""Brand"":""Red Bull""}, {""Item Form"":""Liquid""}, {""Flavour"":""Mixed fruit""}, {""Diet Type"":""Vegetarian""}, {""Number of Items"":""24""}, {""Package Information"":""Can""}, {""Item Volume"":""8400 Millilitres""}, {""Net Quantity"":""8400.0 millilitre""}, {""Item Weight"":""6000 Grams""}, {""Speciality"":""No preservatives, wheat free, suitable for Vegans, vegetarians, halal""}]}",Food & Grocery,Beverages,Energy Drinks,,,,A,15,"[""#summer""]"
FG79219,Glucon-D Nimbu Pani Glucose Powder With Free Sipper(1Kg),Food & Grocery >> Beverages >> Energy Drinks,380,380,"[""https://m.media-amazon.com/images/I/71AwkSCRvAL._SX679_.jpg""]","Glucon-D is one of the best glucose powders that is easily absorbed by the body to keep you charged and active during the screeching summers. If you are drained and tired by the summer heat, Glucon-D is here for your rescue.",Glucon-D,"{""product_specification"": [{""Brand"":""Glucon-D""}, {""Item Weight"":""1000 Grams""}, {""Caffeine Content"":""Caffeine Free""}, {""Item Form"":""Powder""}, {""Package Information"":""Pouch""}]}",Food & Grocery,Beverages,Energy Drinks,,,,A,0,"[""#summer""]"
EL66216,Realme Band,Electronics >> Wearable Devices >> Smart Bands >> Realme Smart Bands,2999,1499,"[""https://rukminim2.flixcart.com/image/128/128/ka2tmkw0/smart-band-tag/4/y/m/no-rma183-yes-android-ios-realme-yes-original-imafrq8cdfb4y68k.jpeg?q=70&crop=false""]","Realme Band offers a large color display, intelligent sports tracking, sleep quality monitoring, and personalized dial faces in a water-resistant design with convenient USB direct charging",Realme,"{""product_specification"": [{""Model Name"":""Band""}, {""Reading Type"":""Digital""}, {""Ideal For"":""Unisex""}, {""Material"":""Thermoplastic polyurethane (TPU)""}, {""Suitable For"":""Health, Lifestyle""}, {""Touch Enabled"":""Yes""}, {""Water Resistant"":""Yes""}]}",Electronics,Wearable Devices,Smart Bands,Realme Smart Bands,,,A,50.01667222,
EL67521,OnePlus Band,Electronics >> Wearable Devices >> Smart Bands >> OnePlus Smart Bands,2799,2799,"[""https://rukminim2.flixcart.com/image/128/128/kjiwfbk0/smart-band-tag/h/y/r/no-regular-yes-w101in-android-ios-oneplus-yes-original-imafz2kf6gzgjjze.jpeg?q=70&crop=false""]","Stay connected to your health and fitness with the OnePlus Band, featuring sleep and heart rate tracking, exercise monitoring, and a stylish AMOLED display. With 5ATM and IP68 ratings, it's waterproof and dust-resistant, allowing you to track your stats indoors and outdoors effortlessly.",OnePlus,"{""product_specification"": [{""Model Number"":""W101IN""}, {""Model Name"":""Band""}, {""Reading Type"":""Digital""}, {""Ideal For"":""Unisex""}, {""Material"":""Thermoplastic polyurethane (TPU)""}, {""Suitable For"":""Health, Lifestyle""}, {""Touch Enabled"":""Yes""}, {""Water Resistant"":""Yes""}, {""Water Resistant Rating"":""IP68""}]}",Electronics,Wearable Devices,Smart Bands,OnePlus Smart Bands,,,A,0,
EL73263,Mi Band 6,Electronics >> Wearable Devices >> Smart Bands >> Mi Smart Bands,3999,3049,"[""https://rukminim1.flixcart.com/blobio/1160/1160/imr/blobio-imr_58954d6806324a8caf40ddae256a1681.jpeg?q=90""]","Experience vibrant visuals on the 1.56"" AMOLED Touch Screen, complemented by a two-week battery life and essential health tracking features like SpO2 and 24Hr Heart Rate Monitoring. With 30 activity tracking options and 5ATM water resistance, it's your versatile companion for fitness and daily life.",Mi,"{""product_specification"": [{""Model Number"":""XMSH15HM""}, {""Model Name"":""Smart Band 6""}, {""Reading Type"":""Digital""}, {""Ideal For"":""Unisex""}, {""Material"":""Thermoplastic polyurethane (TPU)""}, {""Suitable For"":""Men And Women""}, {""Touch Enabled"":""Yes""}, {""Water Resistant"":""Yes""}, {""Water Resistant Rating"":""5ATM""}, {""Function"":""Calorie Counts, Steps Count, Heart Rate Monitoring, Sleep Monitoring, Stress Monitoring, Camera Control, Music Control, Notifications, Idle Alerts, Event Reminder""}, {""Dial Shape"":""Oval""}, {""Compatible Devices"":""iPhone, Android Phones""}, {""Foot Pods Included"":""No""}, {""Sales Package"":""Fitness Tracker, Wrist Band, Charging Cable, User Manual""}]}",Electronics,Wearable Devices,Smart Bands,Mi Smart Bands,,,A,23.75593898,
EL79858,Mi Band 8 Active,Electronics >> Wearable Devices >> Smart Bands >> Mi Smart Bands,7990,6490,"[""https://rukminim2.flixcart.com/image/128/128/xif0q/smart-band-tag/d/q/c/amoled-no-regular-14-yes-yes-m2302b1-android-ios-mi-yes-original-imagz5g4zvqrpfvv.jpeg?q=70&crop=false""]","Mi Band 8 Active boasts a 1.47-inch TFT display, over 50 fitness modes, 24X7 health tracking features including SpO2 and stress monitoring, all in a sleek, lightweight design with 5ATM water resistance and up to 14 days of battery life.",Mi,"{""product_specification"": [{""Model Name"":""Smart Band 8 Active 1.47\"" TFT Display 5ATM Water Resistant 14 Days Battery Life.""}, {""Reading Type"":""Digital""}, {""Ideal For"":""Unisex""}, {""Material"":""Thermoplastic polyurethane (TPU)""}, {""Suitable For"":""Men And Women""}, {""Touch Enabled"":""Yes""}, {""Water Resistant"":""Yes""}, {""Water Resistant Rating"":""5ATM""}, {""Activity Tracker Present"":""Yes""}, {""Activity Tracking Function"":""SPO2 , Step Counter, Calories Burnt, Heart Rate Monitor, Sleep Tracking, Personal Activity Intelligence (PAI), Women's Health""}, {""Sensor Type"":""PPG optical heart rate sensor, SpO2 sensor""}, {""Compatible OS"":""Android & iOS""}, {""Heart Rate Monitor Present"":""Yes""}, {""Shock Resistant"":""Yes""}, {""Water-Resistant Depth"":""50 m""}, {""Number of Modes"":""120""}]}",Electronics,Wearable Devices,Smart Bands,Mi Smart Bands,,,A,18.77346683,
EL49909,Samsung Galaxy Tab A7 Lite 22.05 cm (8.7 inch) Tablet,Electronics >> Mobiles & Tablets >> Regular Tablets >> Samsung,17500,11499,"[""https://www.reliancedigital.in/medias/Samsung-T225N-Regular-Tablets-492849722-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wyMDY0NzV8aW1hZ2UvanBlZ3xpbWFnZXMvaDAxL2gzNy85ODA0MTA4ODkwMTQyLmpwZ3wwNTJhMzI4OTZmM2NmMDQ0ZjExYTQ4NjUwNWRkY2FiYmRkMmExODViNWM5MGI0MjJhNGI4YTY5NTg3NDJhZTg2""]","The Samsung Galaxy Tab A7 Lite features a vivid 22.05 cm (8.7 inch) HD display, powered by a MediaTek MT8768T Processor. Capture memories with its 8 MP primary camera, enjoy Dolby Atmos Sound, and navigate seamlessly with Android 11.",Samsung,"{""product_specification"": [{""Display"":""22.05 cm (8.7 inch) HD Display""}, {""Processor"":""MediaTek MT8768T Processor""}, {""Primary Camera"":""8 MP Primary Camera""}, {""Selfie Camera"":""2 MP Selfie Camera""}, {""Operating System"":""Android 11 Operating System""}, {""Sound"":""Dolby Atmos Sound""}]}",Electronics,Mobiles & Tablets,Regular Tablets,Samsung,,,A,34.29142857,
EL54671,Redmi 26.94 cm (10.61 inch) Wi-Fi Only Pad 4 GB RAM 128 GB Grey,Electronics >> Mobiles & Tablets >> Regular Tablets >> Redmi,28999,15999,"[""https://www.reliancedigital.in/medias/Redmi-Pad-VHU4253IN-494268113-i-2-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wyNzY5ODZ8aW1hZ2UvanBlZ3xpbWFnZXMvaDExL2hmMy8xMDA2NDMxNTQ0OTM3NC5qcGd8ZmE2MmQ1YzQ0MjRlNzg5MTUxNmJhYWQ5M2Q2NGIyNTVkYWFkYTViZTU3YjAzYjA2NDdjMDMzNTE5ODVjNzk2Mw""]","Redmi Pad featuring a 26.94 cm (10.61 inch) display, 4 GB RAM, and 128 GB storage in Grey color.",Redmi,"{""product_specification"": [{""Display"":""26.94 cm (10.61 inch)""}, {""Front Camera"":""8 MP""}, {""Internal Storage"":""128 GB""}, {""Resolution"":""2K""}, {""Refresh Rate"":""90Hz Adaptive Sync""}, {""Colors"":""1 Billion""}]}",Electronics,Mobiles & Tablets,Regular Tablets,Redmi,,,A,44.82913204,
EL44985,"OnePlus Pad Go 28.82 cm (11.35 inches) 8 GB RAM, 128 GB Twin Mint LTE Tablet ",Electronics >> Mobiles & Tablets >> Regular Tablets >> OnePlus,21999,21999,"[""https://www.reliancedigital.in/medias/OnePlus-Pad-Go-8-GB-RAM-128-GB-Twin-Mint-LTE-Tablet-494268172-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wyMjAzODV8aW1hZ2UvanBlZ3xpbWFnZXMvaDhjL2g3Zi8xMDA2NzY1NDMxMTk2Ni5qcGd8ZDhlNGE1ZDE3YWY1MGJjZDc4NGIwM2IwYzU3ZDkxNTEyYzQ2ZDA3YTlkZTU5Y2U1MTAyZmJjODhkZjk1YmYzMQ""]","The OnePlus Pad Go boasts a spacious 28.82 cm (11.35 inches) display with a high resolution of 2408 x 1720 px, offering immersive viewing. It comes equipped with convenient features like Clipboard Sharing & Shared Gallery, along with a powerful 33 Watts SUPERVOOC Power Adapter for fast charging. ",OnePlus,"{""product_specification"": [{""Display"":""28.82 cm (11.35 inches), 2408 x 1720 px""}, {""Clipboard Sharing & Shared Gallery"":""Yes""}, {""Power Adapter"":""33W SUPERVOOC""}, {""Processor"":""Octa-core up to 2.2 GHz""}, {""Battery Capacity"":""8000 mAh""}, {""Front Camera"":""8 MP""}, {""Type-C Cable"":""Yes""}, {""Face Unlock"":""Yes""}]}",Electronics,Mobiles & Tablets,Regular Tablets,OnePlus,,,A,0,
EL50299,Lenovo Tab K10 26.16 cm (10.3 inch) Tablet,Electronics >> Mobiles & Tablets >> Regular Tablets >> Lenovo,25000,11177,"[""https://www.reliancedigital.in/medias/Lenovo-Tab-K10-Tablets-492573491-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wyOTcyOTF8aW1hZ2UvanBlZ3xpbWFnZXMvaDZhL2g1Zi85Njc2MjA5MTI3NDU0LmpwZ3wzZmRiMDg5YzI2MWE4Mjg5NTgyZjY3ODBhMmIyNjQwYjc4ODFhYzdlMmE2ZWFhMmE0MDk0OTA0ZTk1NGRiYjQ5""]",Lenovo Tab K10 is a 26.16 cm (10.3 inch) tablet with 3 GB RAM and 32 GB internal storage in Abyss Blue color.,Lenovo,"{""product_specification"": [{""Display"":""26.16 cm (10.3 inch) Full HD Display""}, {""Memory"":""3 GB""}, {""Storage"":""32 GB""}, {""Primary Camera"":""8 MP""}, {""Secondary Camera"":""5 MP""}, {""Processor"":""2.4 GHz, 1.8 GHz Octa-Core MediaTek Helio P22T Processor""}, {""Battery"":""7500 mAh""}]}",Electronics,Mobiles & Tablets,Regular Tablets,Lenovo,,,A,55.292,
EL48294,Apple iPad 9th Gen 2021 25.91 cm (10.2 inch) Wi-Fi Tablet 64 GB Space Grey,Electronics >> Mobiles & Tablets >> Regular Tablets >> Apple,33900,27900,"[""https://www.reliancedigital.in/medias/Apple-iPad-10.2-inch-Tablet-491997817-i-2-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wyNjk4N3xpbWFnZS9qcGVnfGltYWdlcy9oNzIvaDA4Lzk2MzUzMTgyMzUxNjYuanBnfGUxN2M5ZDBlMzZmZTJlNGEyZjBiYWE3OTM0Y2FhYjdiZWE2MDhmODVlZjg0MmFlNGYxZTllNjVmYjYzZDBiOTI""]","The Apple iPad 9th Gen (2021) features a 10.2-inch display, 64GB internal storage, and runs on iOS. It supports Wi-Fi connectivity but lacks 4G LTE capability.",Apple,"{""product_specification"": [{""Operating System Type"":""iOS""}, {""Size"":""25.90 cm (10.2 inch)""}, {""Internal Storage"":""64 GB""}, {""Wifi"":""Yes""}, {""4G LTE"":""No""}]}",Electronics,Mobiles & Tablets,Regular Tablets,Apple,,,A,17.69911504,
EL38439,Xiaomi Redmi A2 64 GB 4 GB RAM Green,Electronics >> Mobiles & Tablets >> Mobile Phones >> Xiaomi,10999,6599,"[""https://www.reliancedigital.in/medias/Xiaomi-Redmi-A2-64-GB-Mobile-Phone-493837923-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wxNTI1NDV8aW1hZ2UvanBlZ3xpbWFnZXMvaDMyL2gwZi8xMDAwMzk1OTgwODAzMC5qcGd8OThhODE2ZGE3N2U0NzQ5ZGVlY2IzNDU4NDcwMzUyY2E2NjQ2OGJiYjlkODhhYjQ1ZjY4ZDllY2I2ZWVmMDJhYg""]","The Xiaomi Redmi A2 features a dual-camera setup with an 8 MP main camera and a 5 MP depth sensor, allowing you to capture stunning photos with ease.",Xiaomi,"{""product_specification"": [{""Camera"":""8 MP + 5 MP, f/2.0, (wide) 0.08 MP (depth)""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Xiaomi,,,A,40.00363669,
EL29211,Vivo V30,Electronics >> Mobiles & Tablets >> Mobile Phones >> VIVO,42999,37999,"[""https://www.reliancedigital.in/medias/VivoV30-Blk-494352732-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wzMDkzNTV8aW1hZ2UvanBlZ3xpbWFnZXMvaDA4L2hjYi8xMDEyMjM2NDMyMTgyMi5qcGd8NDRjZGIyNzc1MTFiZTE2YWY0YTEzMTQ0MTI1ZWI4ZGUzNTZhNWM5YmVhMDNlZDQyNjU5YTEyNTcwMWU5ZTQ4ZQ""]","Vivo V30 is a premium smartphone with advanced features including a powerful processor, high-resolution camera, and ample RAM and storage capacity, designed to offer a superior user experience.",Vivo,"{""product_specification"": [{""Warranty"":""1 Year manufacturer warranty""}, {""Display"":""17.22 cm (6.78 inch)""}, {""Battery Capacity"":""5000 mAh""}, {""Selfie Camera"":""50 MP""}]}",Electronics,Mobiles & Tablets,Mobile Phones,VIVO,,,A,11.6281774,
EL63523,Vivo Y200e 5G 128 GB 6 GB RAM Black Diamond,Electronics >> Mobiles & Tablets >> Mobile Phones >> Vivo,23999,19999,"[""https://www.reliancedigital.in/medias/Vivo-Y200e-494352433-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w0MjEzNzd8aW1hZ2UvanBlZ3xpbWFnZXMvaDFiL2gzMi8xMDExMzM4NDIxODY1NC5qcGd8ODY5N2M4MmIwYjY4OTE5YjE5NWQ1ZmUzY2Q4YmE2NTdjMDJlYmEwY2RiMmFkZGJmNDg4ODUwYmFjM2FkNDU3Ng"",""https://www.reliancedigital.in/medias/Vivo-Y200e-494352433-i-3-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wzNTE2OTh8aW1hZ2UvanBlZ3xpbWFnZXMvaDg4L2gxOS8xMDExMzM3NjM1NDMzNC5qcGd8MmZiMmRiY2I5ZGMwNGJkOTJiYmM0MDQ2MjVlNGYwYzY3ZGQ1NjVjNmU2MzJkZTQxNjY4NTQ3NzU5YTBkNjkxNQ"",""https://www.reliancedigital.in/medias/Vivo-Y200e-494352433-i-5-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w3OTQxNXxpbWFnZS9qcGVnfGltYWdlcy9oOTYvaGViLzEwMTEzMzc4NjQ4MDk0LmpwZ3wzZDMzZThlOGFkNDMzZjRkYWZlYjU0NzAxZjE2ZmUyNjk4OThmYWFiMWZlNmUwZjMwMGYzMjczNjU5MmYzMTBi""]","The Vivo Y200e 5G boasts a large 16.94 cm (6.67 inch) display, offering an immersive viewing experience. It is equipped with a powerful 5000 mAh battery (typical), ensuring long-lasting usage without frequent recharging. ",Vivo,"{""product_specification"": [{""Display"":""16.94 cm (6.67 inch)""}, {""Battery Capacity"":""5000 mAh (Typical)""}, {""Front Camera"":""16 MP""}, {""Processor"":""Snapdragon 4 Gen 2""}, {""Operating System"":""Funtouch OS 14 (Based on Android 14)""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Vivo,,,A,16.66736114,
EL81108,Vivo X100 5G,Electronics >> Mobiles & Tablets >> Mobile Phones >> Vivo,68999,63999,"[""https://www.reliancedigital.in/medias/Vivo-X100-Black-494351897-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wyNzEzMDN8aW1hZ2UvanBlZ3xpbWFnZXMvaGJjL2hjYi8xMDA5MzYzNzUzMzcyNi5qcGd8ZWQ1ODE0YjM2YjlkNjBjYWQ2ODQwMjM1NjA1YTdkZmIwMjZlMGJkNzY0ZTFkZDc1YTgwY2E3YWFiMTU0ZWI1OA"",""https://www.reliancedigital.in/medias/Vivo-X100-Black-494351897-i-4-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wzMDI4OTB8aW1hZ2UvanBlZ3xpbWFnZXMvaGI4L2g3NC8xMDA5MzYzMzI3Mzg4Ni5qcGd8MjI5YTk3MWFmMDk5YzQwYTZmMzVmMjQzMGMzMjI3MzljZDYwODQyODJlMzU5MWU3YTZjNmMxZjBhOTZiOWUxYg"",""https://www.reliancedigital.in/medias/Vivo-X100-Black-494351897-i-6-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wxODI2MzV8aW1hZ2UvanBlZ3xpbWFnZXMvaDk2L2hlMi8xMDA5MzYzNTg5NTMyNi5qcGd8Yzg5MTE5MTllOWU1ODc0YTE3YWZkMTViMGM5YWM3MWJmODJmN2JkNzFhOTQ5NDgxMTAxNzAwNTc3NmQyNjI4NA""]","Experience stunning visuals with the Vivo X100 5G's FHD+ display boasting a resolution of 2800 x 1260 and a refresh rate of up to 120 Hz. Powered by the Dimensity 9300 processor and featuring 120 Watt FlashCharge, it ensures seamless performance and rapid charging for uninterrupted usage.",Vivo,"{""product_specification"": [{""Resolution"":""2800 x 1260 (FHD+)""}, {""Refresh Rate"":""Up to 120 Hz""}, {""Local Peak Brightness"":""3000 nits""}, {""Pixel Density"":""452 PPI""}, {""Touch Screen"":""Capacitive multi-touch""}, {""Processor"":""Dimensity 9300""}, {""CPU Core Count"":""8""}, {""Process Node"":""4 nm""}, {""CPU Clock Speed"":""3.25 GHz x 1 + 2.85 GHz x 3 + 2.0 GHz x 4""}, {""Charging Power"":""120 Watt FlashCharge""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Vivo,,,A,7.246481833,
EL49342,Tecno Spark 10 5G 128GB 8 GB RAM Meta Black Mobile Phone,Electronics >> Mobiles & Tablets >> Mobile Phones >> Tecno,15999,13999,"[""https://www.reliancedigital.in/medias/Tenco-10-5G-493837803-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w2MDI0M3xpbWFnZS9qcGVnfGltYWdlcy9oZTMvaGU5LzEwMDE1MDQxODQ3MzI2LmpwZ3w0NDc2MGNlMDMzYTUwOWE0MjlkZWVlYzc4ZjI2OGVjMjg1MWQ5NDNmNmNiZTIwNzY0MjRiMDkwNDhhYTg3NDNh"",""https://www.reliancedigital.in/medias/Tenco-10-5G-493837803-i-2-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wzODQwMXxpbWFnZS9qcGVnfGltYWdlcy9oMTgvaDNkLzEwMDE1MDM2Mjc2NzY2LmpwZ3wwNTQ0MGIzYTVkNDM5MzJlODc2ZTI4NzlkMTRjZDE0NzkxOGJiY2RjMmQ5NWZkNWM1ODIxNzIwNzNkMWZmNzBl"",""https://www.reliancedigital.in/medias/Tenco-10-5G-493837803-i-3-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w0MTk1NHxpbWFnZS9qcGVnfGltYWdlcy9oZGQvaDk3LzEwMDE1MDM3NTg3NDg2LmpwZ3w2NWMyOTZiNWUwYzQwNDExM2M4NTcyNDYwNGU2MGJlYTg0ODQ1ZGY4ZTU5ZjA4Y2RkMzhiMTVlY2UyNGEyYzMx""]","Capture vivid moments with the Tecno Spark 10's 50MP AI Triple Rear Camera and illuminate your selfies with its 8MP Glowing Selfie camera. Experience smooth performance with its D6020 Octa-Core Express Processor and enjoy content on its 16.76 cm (6.6 inch) HD+ display, all backed by a 1-year manufacturer warranty.",Tecno,"{""product_specification"": [{""Warranty"":""1 Year manufacturer warranty""}, {""Display"":""16.76 cm (6.6 inch) HD+ 720 X 1612 Resolution""}, {""Processor"":""D6020 Octa-Core Express Processor""}, {""Selfie Camera"":""8MP Glowing Selfie with Dual Flash""}, {""Main Camera"":""50MP AI Triple Rear Camera with Dual Flash""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Tecno,,,A,12.5007813,
